x_m,y_m,psi_rad,v_mps,v_mps,s_m,ey_m,epsi_rad,a_mps2,delta_rad,t_s
-9.891838484935352,1.8531577428446613,-3.008910793901278,8.834362674029709,8.834362674029709,59.680869158056275,0.23287937649716678,7.793283829019796e-05,0.9999999374929956,-0.0002315477051432438,6.950716748423905
-10.106203176622273,1.810866305999666,-2.8451123485449075,8.722682750426326,8.722682750426326,59.937196918970606,0.23287938638812444,-7.784373524064339e-05,0.9999999342812734,0.0002446274676768342,6.976007476505385
-10.29191750106652,1.7345778329798378,-2.605683960275859,8.575816307578336,8.575816307578336,60.192431733165265,0.23287939023373183,7.788034785289478e-05,0.9999999319423631,-0.00025621014399405457,7.0002958397321935
-10.437645576488247,1.6188581968386753,-2.300709490477959,8.40454520597145,8.40454520597145,60.446517901492605,0.23287939183151932,-7.786441778537655e-05,0.9999999319853,0.0002606779893794066,7.023924052498078
-10.537736868344275,1.4594246435133749,-1.9990498171961766,8.225415862988712,8.225415862988712,60.70055926678698,0.2328793917018546,7.786310232875565e-05,0.9999999349211937,-0.00025547028169297867,7.047634117506418
-10.595917026197025,1.2624510795316224,-1.7634247961612024,8.056590634166884,8.056590634166884,60.95731134394711,0.2328793901575599,-7.787845492705276e-05,0.9999999394888849,0.0002437581007366026,7.072346689729378
-10.616042421430128,1.0388951593656415,-1.6072703851357413,7.913813850293891,7.913813850293891,61.21647407340418,0.23287938587453116,7.783782066851117e-05,0.9999999439870026,-0.00023105115173406362,7.09874746572712
-10.611004817017346,0.7996727291827938,-1.515002858482318,7.8065098322423045,7.8065098322423045,61.476821654961384,0.23287937716774032,-7.791609928859132e-05,0.9999999475236486,0.00022014696233434524,7.127049770505191
-10.588305081408372,0.5540830089421184,-1.4582508282755686,7.736275263325215,7.736275263325215,61.73695690899379,0.23287935581143762,7.773303304644981e-05,0.9999999499565649,-0.00021234749653344207,7.1570727178381395
-10.554551648370325,0.3026698114621533,-1.4366038725663564,7.698889008604755,7.698889008604755,61.99618132024645,0.23287931593263728,-7.806245334518293e-05,0.9999999514521029,0.00020586168539909645,7.188444699811689
-10.519493475707828,0.04498170937189783,-1.44780379258882,7.687376705016068,7.687376705016068,62.254262998813914,0.23287918773219116,7.703114788058782e-05,0.9999999522236015,-0.00020223764360397916,7.220761575852059
-10.490555586681381,-0.21549171936681089,-1.4643685795221608,7.6941302314643565,7.6941302314643565,62.51207945995813,0.2328790611772787,-7.803149309368552e-05,0.9999999524513469,0.00019229694604293955,7.253661137902603
-10.464162460858207,-0.4722890647679283,-1.461201576109341,7.711937052270869,7.711937052270869,62.77063105107666,0.23287815329089065,7.092834603429277e-05,0.9999999522757388,-0.00017635361196586,7.28684666987081
-10.434147505781471,-0.7284708153797235,-1.4573785039223328,7.73444993041784,7.73444993041784,63.02947917224157,0.23287875078413814,-6.627385307609525e-05,0.9999999518090301,0.0001654951603558314,7.320089162900841
-10.405582552277426,-0.9862553830256913,-1.4597375403707218,7.756435146547666,7.756435146547666,63.28829758310171,0.2328782576197711,6.243059531463476e-05,0.9999999511443739,-0.00015345510645283492,7.353223311036584
-10.37677457840398,-1.2432285862110979,-1.4588661847406064,7.773890222837509,7.773890222837509,63.547095805740405,0.23287902431158503,-5.6431657883519616e-05,0.9999999503621653,0.00014718868251563984,7.386140733571673
-10.34827949921202,-1.4961635360046308,-1.4401239121432998,7.78406380085511,7.78406380085511,63.805939076556996,0.23287907399391555,5.682298184540017e-05,0.9999999495340751,-0.00014730845331823372,7.418782443179622
-10.311304083549146,-1.7428081969948526,-1.399278401335781,7.785415740006423,7.785415740006423,64.06480155487465,0.23287922909758577,-5.5591168473797565e-05,0.9999999487260052,0.0001473273412643359,7.451131610940818
-10.263868848857626,-1.984276290595375,-1.3434671656619508,7.777535210325567,7.777535210325567,64.32373047499436,0.23287926018305033,5.584025431323031e-05,0.9999999479969174,-0.00014847390879326345,7.4832073375064185
-10.200861660052706,-2.2208415728603166,-1.2800185184205637,7.761012293563752,7.761012293563752,64.5829214784752,0.23287930269341656,-5.549667902575803e-05,0.9999999473963824,0.00014922579128207264,7.515058338619021
-10.12426150446266,-2.4511528564051765,-1.2079364187037964,7.7372564409013584,7.7372564409013584,64.84234179566853,0.23287931262240552,5.5577523745785904e-05,0.9999999469577894,-0.00015000631242920637,7.546756265956181
-10.029024760007877,-2.673668700131797,-1.1328077881526533,7.708261845089523,7.708261845089523,65.10163492715766,0.23287932671591866,-5.546213408738096e-05,0.9999999466942793,0.00015032623303124341,7.578387131207585
-9.91866333340845,-2.8899817193602413,-1.0602882561478573,7.676333719411202,7.676333719411202,65.36111358893065,0.23287932627817867,5.5458538624429356e-05,0.9999999465952623,-0.0001504032559224202,7.610041730855432
-9.791910794264318,-3.097138483613285,-0.9875129617665972,7.643816193028593,7.643816193028593,65.62068409700996,0.2328793292177562,-5.543437542108639e-05,0.9999999466320387,0.0001500503576720722,7.6418052594962935
