s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,a_mps2,t_s,w_tr_right_m,w_tr_left_m,d_opt_m
58.27944862572961,-10.567392229957125,0.49830060509689095,4.810789160747017,0.3874792312150737,3.005452077670486,-0.4307927177842821,15.63522905644985,0.8735354872218035,0.8735354872218035,0.24968013725862723
58.52979780538267,-10.540265022558806,0.2494254830542681,4.8280370429377175,0.39447953651950085,2.9786658241208652,-0.1599043638792068,15.718900262051639,0.9221314088772965,0.9221314088772965,0.24198476060173532
58.784744741703804,-10.510653529536718,-0.0037959611808773275,4.82626706500729,0.3943889808236345,2.979007770381878,0.1250869520134934,15.804486332613267,0.9700489044876459,0.9700489044876459,0.2310809284332663
59.0426062191994,-10.483086226904284,-0.26017962954097956,4.811862566650243,0.38880540888041004,3.0003220461678644,0.3154130547431855,15.89073729564992,0.9973628846011009,0.9973628846011009,0.2165919017707408
59.30130993464279,-10.459665014433455,-0.5178209678207855,4.793951765074698,0.38042394124199186,3.033193396849883,0.4381112656564916,15.976492844926842,0.9859574771810271,0.9859574771810271,0.19842939169804819
59.560226440500955,-10.440872574177218,-0.7760545852973251,4.776578108095406,0.3701673592032308,3.0749280756966733,0.5527656730749442,16.061270630379173,0.9367571906283487,0.9367571906283487,0.17662659250494767
59.81852657215492,-10.42602243207759,-1.0339274828497405,4.764556404890568,0.35818648589634333,3.1259312637355623,0.7177921388548008,16.144581706317116,0.8960680499077336,0.8960680499077336,0.15128681327116106
60.0765849027366,-10.413498024011318,-1.2916817091685138,4.757754012752383,0.3432941195764567,3.1930141271492447,0.9118508298062551,16.226259364413014,0.8722356548799751,0.8722356548799751,0.12256634072483628
60.33541977798049,-10.402537138526233,-1.5502843998581202,4.751505702189784,0.3266962098333601,3.2731203492227285,1.0931135801385565,16.30631797630539,0.860287977389048,0.860287977389048,0.09072518031770384
60.59407466700674,-10.392431840479166,-1.808741813310629,4.754869460595603,0.3090403647972881,3.3653204011187485,1.4177515778025196,16.384244374612987,0.8588728784710551,0.8588728784710551,0.05610651751854207
60.85292973817398,-10.378862653666891,-2.0672409913330165,4.777913402080863,0.2874255071884135,3.4895656159451702,2.0404781358943858,16.459768627101756,0.8494479388726738,0.8494479388726738,0.0190844466021235
61.11321730093839,-10.356698994044528,-2.3265832121956826,4.820818117800601,0.26046390505998535,3.665728097877664,2.4614196756489335,16.532522471506933,0.8752964229331741,0.8752964229331741,-0.01979563650749243
