s_m,ey_m,epsi_rad,v_mps,a_mps2,delta_rad,sdot_mps,dt_s,t_s,curvature_1pm,x_m,y_m,psi_rad,v_mps,x_rollout_m,y_rollout_m,psi_rollout_rad,v_rollout_mps,psi_err_rad,xy_err_m,v_err_mps
66.59394018556155,0.0,0.0,3.922957939679918,2.499999999999999,0.061116371089252865,3.922957939679918,0.012691839190540049,20.894254587129367,0.18543205796749798,-9.441460482164556,-3.8759991795073043,-0.7791361593928109,3.922957939679918,-8.836821964771234,-5.595472842189164,5.629525551726588,3.922957939679918,0.12547640393981396,1.8226841233115967,0.0
66.64405763017382,0.0,0.0,3.9546875376562682,2.5000000000000218,0.057670210869856395,3.9546875376562682,0.012590816217166779,20.90694642631991,0.17495221290216464,-9.405658974885473,-3.9112823169309383,-0.7662560061838288,3.9546875376562682,-8.796995673310688,-5.625687725526119,5.638795468083164,3.9546875376562682,0.12186616708740772,1.8192462504301958,0.0
66.69432412179341,0.0,0.0,3.9861645781991855,1.1051205809725442,0.054596683556364926,3.9861645781991855,0.012519377558455107,20.919537242537075,0.16560907739470812,-9.369025265576981,-3.9457130240210243,-0.7529722027914694,3.9861645781991855,-8.756898810873928,-5.655542645639193,5.647541487502769,3.9861645781991855,0.11732838311465343,1.8160991524446732,0.0
66.744456581812,0.0,0.0,4.0,0.0,0.05225205546464724,4.0,0.012497726199804497,20.93205662009553,0.15848382320265167,-9.332499706281423,-3.979844519399793,-0.750775661048261,4.0,-8.716549251368152,-5.685055174100123,5.655820435124695,4.0,0.12341078899336999,1.8130467009460607,0.0
66.79457600194152,0.0,0.0,4.0,0.0,0.05088008574200352,4.0,0.012497726199804497,20.944554346295334,0.15431526391078637,-9.295734642332192,-4.014096572048813,-0.743482476895107,4.0,-8.67596193212761,-5.714239879122215,5.663743184842635,4.0,0.12404035455815432,1.8095871012197278,0.0
66.84465193354222,0.0,0.0,4.0,0.0,0.05045569629843152,4.0,0.012497726199804497,20.957052072495138,0.15302592807771168,-9.25877632801873,-4.047632860582076,-0.7373302560163679,4.0,-8.635147667998844,-5.743106365098444,5.671457544509865,4.0,0.12560249334664775,1.806527915675596,0.0
66.89469845676017,0.0,0.0,4.0,0.0,0.050651508620781854,4.0,0.012497726199804497,20.969549798694942,0.15362081779855427,-9.22163915311404,-4.0813905273668025,-0.7324428793381783,4.0,-8.594112852522612,-5.77165846299085,5.67910744911221,4.0,0.12836502127080252,1.8029961043032627,0.0
66.94478670927478,0.0,0.0,4.0,0.0,0.05095373044649722,4.0,0.012497726199804497,20.982047524894746,0.15453900924781466,-9.184290779078406,-4.114619688831564,-0.7214559894674826,4.0,-8.552860399957638,-5.799895202137908,5.686787092789955,4.0,0.12505777507785254,1.7996827163215636,0.0
66.99470486257086,0.0,0.0,4.0,0.0,0.05087763635046559,4.0,0.012497726199804497,20.99454525109455,0.15430782226492354,-9.146677573924045,-4.1473302707641,-0.7118679702791721,4.0,-8.511391678366559,-5.827813355060772,5.694512637689028,4.0,0.1231953007886144,1.7965554724810282,0.0
67.04454663542018,0.0,0.0,4.0,0.0,0.050155020101253056,4.0,0.012497726199804497,21.007042977294354,0.15211247842638753,-9.10881608547022,-4.1797378883444525,-0.7043032928616256,4.0,-8.469708672644575,-5.855410550645918,5.702226625341649,4.0,0.12334461102368977,1.793414942592252,0.0
