s_m,ey_m,epsi_rad,v_mps,a_mps2,delta_rad,sdot_mps,dt_s,t_s,curvature_1pm
66.744456581812,0.0,0.0,4.0,0.0,0.05225205546464724,4.0,0.012497726199804497,20.93205662009553,0.15848382320265167
66.79457600194152,0.0,0.0,4.0,0.0,0.05088008574200352,4.0,0.012497726199804497,20.944554346295334,0.15431526391078637
66.84465193354222,0.0,0.0,4.0,0.0,0.05045569629843152,4.0,0.012497726199804497,20.957052072495138,0.15302592807771168
66.89469845676017,0.0,0.0,4.0,0.0,0.050651508620781854,4.0,0.012497726199804497,20.969549798694942,0.15362081779855427
66.94478670927478,0.0,0.0,4.0,0.0,0.05095373044649722,4.0,0.012497726199804497,20.982047524894746,0.15453900924781466
66.99470486257086,0.0,0.0,4.0,0.0,0.05087763635046559,4.0,0.012497726199804497,20.99454525109455,0.15430782226492354
67.04454663542018,0.0,0.0,4.0,0.0,0.050155020101253056,4.0,0.012497726199804497,21.007042977294354,0.15211247842638753
67.0947051451295,0.0,0.0,4.0,0.0,0.04876633036360035,4.0,0.012497726199804497,21.019540703494158,0.14789401556557866
67.14485417007943,0.0,0.0,4.0,0.0,0.04684034500677345,4.0,0.012497726199804497,21.032038429693962,0.14204433721944218
67.19475859208319,0.0,0.0,4.0,0.0,0.044537191571153704,4.0,0.012497726199804497,21.044536155893766,0.13505049203862118
67.24465647644782,0.0,0.0,4.0,0.0,0.04196732892279207,4.0,0.012497726199804497,21.05703388209357,0.12724843850315776
67.29458953824019,0.0,0.0,4.0,0.0,0.0391809837666196,4.0,0.012497726199804497,21.069531608293374,0.11879104739889526
67.34467882713979,0.0,0.0,4.0,0.0,0.03626097566627595,4.0,0.012497726199804497,21.08202933449318,0.10992992942928602
67.39473568168245,0.0,0.0,4.0,0.0,0.03341667956371498,4.0,0.012497726199804497,21.094527060692982,0.10130037466611669
67.4446136678492,0.0,0.0,4.0,0.0,0.030923123713684303,4.0,0.012497726199804497,21.107024786892786,0.09373631552589926
67.4945008613559,0.0,0.0,4.0,0.0,0.028956917697070497,4.0,0.012497726199804497,21.11952251309259,0.08777276939638716
67.54434942462129,0.0,0.0,4.0,0.0,0.027515884500094484,4.0,0.012497726199804497,21.132020239292395,0.08340251792448702
67.59402774122378,0.0,0.0,4.0,0.0,0.026461530271622808,4.0,0.012497726199804497,21.1445179654922,0.08020517646711789
67.64385699864583,0.0,0.0,4.0,0.0,0.02559742008984674,4.0,0.012497726199804497,21.157015691692003,0.07758488566741271
67.69400151245033,0.0,0.0,4.0,0.0,0.024758362546077346,4.0,0.012497726199804497,21.169513417891807,0.07504067439904533
67.74396739563066,0.0,0.0,4.0,0.0,0.02390216482617202,4.0,0.012497726199804497,21.18201114409161,0.07244459922115451
